                      Mag                                                   F  N clusters    N vorts        nvx        nvy        nvz  N strings  Max s str            <l string>                Correl
   -5521.2844621360163728     6745.5715304094883322        0.0000000000000000       9026        190        116        134        130          0          0        0.0000000000000000 125809.1373295441298978 132203.1482203886262141 128379.1501759537786711 130239.5185045668913517 130967.7522623781987932 129325.3274356117617572 130124.1059661886247341 130023.6297479261120316 133187.9328879901731852 126774.3964482149749529 127832.5236941799958004 132309.2274740608991124 128212.1990149158227723 131821.0822945358813740 125374.8124282798380591 130870.0484112885606010 129328.1848993220919510 129958.8964608351816423 125320.3106878438993590 138441.4128846091334708 127649.1882895459420979 128776.7318867586727720 121407.6174163750256412 117531.2736327225284185
   -1294.8587917767877116    -8781.1053775536674948        0.0000000000000000       3531        179        121        120        116          0          0        0.0000000000000000 131957.9309697317366954 134427.5452056241338141 133648.3113299432734493 143239.2677356307103764 133511.3968924371001776 139085.0911377092706971 136549.4507270299363881 131461.2712400623713620 126811.9217455369653180 134149.5947515128646046 134224.6406103348999750 133605.6768706407165155 137347.6104079109209124 133865.7578039234213065 128793.8477149260434089 131365.1029885666503105 139078.7994079951313324 132382.3308243272767868 137822.3162927058292553 136552.4552275542228017 137371.0059041245258413 136841.3208988397673238 130662.1981338775076438 128896.7960557610349497
   -2615.6146305472589120     8219.4002078221092233        0.0000000000000000       4844        188        117        130        128          0          0        0.0000000000000000 144581.8817814903741237 135880.9462462408409920 135893.1960820379317738 132150.9560288055217825 128278.2017713499226375 130889.9266919738292927 136056.9886204137001187 142354.6999650650250260 146149.5699527986871544 137879.3893100639688782 136856.8287277536583133 130541.4610726999526378 136346.2101376019709278 145993.4918970959261060 136754.1240423101407941 127648.1050599744485226 130890.1478669408825226 131655.6712220699118916 134363.2673288036021404 144732.6057004985050298 136419.3136772603902500 137676.0059512849838939 142796.1634885247622151 131555.6126883208926301
    8478.7278404303579009     1241.3691453985850330        0.0000000000000000       6744        226        164        149        138          0          0        0.0000000000000000 141190.1477120147610549 127327.4663431658118498 133452.8719028476043604 127979.4697950734844198 137760.6469568276661448 136109.4505920079827774 133351.6556485929177143 135727.5511754080071114 128778.9190703108906746 132460.8571742392960005 134882.8004008491989225 130974.7612902749679051 127414.7154488473897800 131195.1059237443841994 142311.8419977203884628 142527.9972463825833984 125249.7883978726749774 133092.8947727197955828 136790.6374776407610625 135903.6201564126240555 137035.0299848551221658 139179.6812598472461104 132986.3287270680011716 135957.4998920287180226
    6201.4197302194525037     6349.5727622991980752        0.0000000000000000       5021        163        111        110        104          0          0        0.0000000000000000 135058.4252262325608172 137161.4962880771490745 145827.7103241409931798 138086.9980181944265496 128795.1974951261217939 129482.1428138155315537 133363.0961923762806691 139626.4980057868233416 129699.8401707833108958 133318.9988794452219736 130969.7081533071614103 132525.1908007629681379 122469.3024820355931297 137913.3959609533776529 130102.2359180083731189 135165.4913245801290032 134416.9243895297404379 137862.7263854030461516 140269.1354809792537708 130175.1677520908997394 134201.1756817417917773 134873.9449236357177142 137257.9518439378589392 135641.3492573245603126
   -8534.9602656770985050    -1512.9319163170334832        0.0000000000000000       4139        192        126        134        124          0          0        0.0000000000000000 132588.2378663901472464 139971.3596951043000445 136269.9324766431236640 132824.2058644586068112 132684.5099402508058120 127893.1905014293006388 122592.2320024526852649 130323.0924558194237761 127717.5762466629385017 127770.4395056334760739 132999.4935896188253537 128354.0425357537314994 126879.1000117197690997 124189.9048883344803471 122600.2394933755567763 132776.9993722776125651 132375.2876515123352874 128793.7328575055580586 130745.9976862519397400 121268.5909816245548427 131536.9621695325768087 127104.8286265518981963 126694.1782058928802144 127055.0112486823345535
    4202.0792474837817281     7645.1554880575367861        0.0000000000000000       2944        226        156        156        140          0          0        0.0000000000000000 126171.5555834282422438 130893.9732410948490724 130048.8126275575777981 133472.9000493774074130 121830.6636870329821249 119772.5412312050466426 121688.2229814390593674 120462.1454375963512575 129873.8506725021579769 131387.5844624574820045 125440.4889107727212831 125658.7088638733403059 124495.6607940728135873 130225.9079370780382305 128318.0099928881245432 141480.9879975778458174 132995.8867395289998967 132349.6266645546711516 128249.6831615156406770 127415.9516198109486140 121312.5908412956632674 127539.8354511494108010 130351.6831111045175930 129852.7998585756868124
   -2819.7540828243386386     8379.0529257880480145        0.0000000000000000       7693        178        124        111        120          0          0        0.0000000000000000 142494.0693433129054029 138282.2509470763325226 144518.8798813993053045 132439.6725264973065350 130160.8021694518247386 137324.4000171759398654 138426.7426136006833985 138890.9156234723632224 143554.4969776218640618 135323.9286712203756906 142378.0690388891380280 135615.2906320710608270 134296.0120812756649684 136010.2818154874548782 135808.3256158336007502 139155.0853144706052262 140867.6035262924269773 149045.8553841985994950 133142.2090575782931410 146075.3169729011133313 132377.6509452572499868 143008.3485117014788557 131979.5752346891677007 138671.8771498492860701
    2480.6980917411710834     8403.3708858920799685        0.0000000000000000       4575        200        144        130        125          0          0        0.0000000000000000 128046.1359057747613406 125736.5442871505947551 130439.8926137158414349 133560.6676867904898245 131132.9995437712932471 131733.4454707909026183 139528.9258983932086267 130406.8939339391654357 129647.0363242375897244 128888.8683382474846439 120995.1937454171129502 127921.6737318539526314 125954.2498469568236033 127141.3104377346026013 135665.2924045175022911 133970.9680955262447242 132929.4145648833364248 136366.8817560608149506 134012.9535232330090366 128235.8799124454089906 122884.7897656233253656 134153.4804956115258392 138137.4646142909186892 124860.7417407953471411
    8648.7848477500774607    -1013.2825818274144467        0.0000000000000000       4183        151        108         94        100          0          0        0.0000000000000000 148097.9651835153345019 140629.6718638609454501 145953.8161877418751828 140129.4901857491640840 137298.0347342909954023 138968.7158383894420695 135650.4755873022077139 129962.4460550366493408 133250.7205705475062132 129779.1209154103999026 124674.2635783416335471 117532.4344534479605500 123181.6319056826760061 131184.5808486379974056 128508.5549016269360436 139672.8581812722259201 141581.3551829926436767 143948.4488790301256813 148861.5832250359817408 138438.1118149122921750 150478.4301407042366918 146823.3504567082563881 143215.3991586205665953 145987.9867056615767069
    1737.6381275955241108     8487.6057955040432716        0.0000000000000000       8462        144        105         94         87          0          0        0.0000000000000000 131366.1737218235502951 134669.1710230756434612 128087.1670190281147370 126164.7324481420946540 118794.2763309058645973 132035.6675901667331345 131376.2568448942329269 134604.4163632218260318 127521.2876441203698050 136461.0115576008101925 129231.8067358574771788 132381.0140330289141275 133496.2704770675918553 134225.4685578131466173 131069.3850770610879408 131178.4911335281503852 133255.9218966445478145 126848.5070033350493759 122128.9809608736104565 123472.3786227274686098 129471.4485508032375947 135510.1912140010681469 138192.5029888409771957 137735.6428665126150008
   -8289.6961948710759316    -2515.9853891966904484        0.0000000000000000       8327        213        134        158        134          0          0        0.0000000000000000 121223.3608126054896275 134644.1293488324154168 125516.5753566457569832 125479.5166078071488300 126456.3376988059608266 119519.1345649593567941 125596.5323395675950451 126269.0935497510363348 128155.7221460697473958 131841.1179504935862496 126722.3552875392342685 121959.6799301345890854 126975.1565561951283598 128944.5363930987368803 127844.1245717177371262 123854.4802160526305670 129189.0498258261359297 118958.9158342405426083 124147.5046845964388922 119432.5073868321342161 123152.1632045356964227 131053.9116986561130034 124982.0821939458692214 124324.0335888410045300
    1776.0072687455017331     8499.7372841784326738        0.0000000000000000       7514        190        120        132        128          0          0        0.0000000000000000 116233.7555572918063262 128365.6643503436935134 131338.4968436800118070 124948.7535736848949455 120470.7454430624784436 124552.5147357124951668 125264.3019282684253994 127703.2086687396949856 115690.2106033640593523 130521.8054838474345161 120777.9313533075473970 127194.5897966431512032 126153.6454760061751585 131450.6559443379519507 123228.7182698891701875 122659.8289640022412641 120897.3203504999546567 120432.7406543285760563 112634.8103881557181012 118203.7394712361274287 124579.1233494108309969 120030.6154349463031394 118418.6564379572955659 118693.4188518791343085
    4192.4445038257099441     7650.3342833779042849        0.0000000000000000       5715        192        133        126        124          0          0        0.0000000000000000 127506.8493250749015715 129612.0964459900569636 128048.0430604049470276 131737.2454589193803258 131463.3269278089283034 121811.3684024222748121 123508.0613853324903175 128218.5938323527516332 130686.1872768659086432 127130.4572449406259693 130776.7966923481726553 127529.2472675746539608 127816.9320600540522719 123554.8487278364045778 125776.2721659645321779 132641.6725331839988939 132379.0432156175957061 131702.9687741970410571 129164.7469168171519414 130668.9248263726040022 133845.5132949516701046 139195.0430598783132154 127835.3248764766030945 126899.1788799357600510
    4329.8672377972925460    -7623.2254560101991956        0.0000000000000000       3969        218        136        144        152          0          0        0.0000000000000000 137955.7423275407636538 132416.8590585505298804 135559.4658235183742363 134418.1117952636559494 129354.6620994011464063 136469.9855391634628177 138523.2143383459188044 140912.3309454650152475 139934.6373090846173000 135752.2577270224282984 130195.3876114571321523 129810.2853839592717122 126666.2382865250110626 133313.7259568838053383 134325.4850547778187320 133706.5174821928376332 129880.3340291111089755 135029.3289151032513473 142331.2714339507219847 136415.5985802512732334 133251.7084166982385796 144861.3242658465169370 136946.1319567338796332 128689.1255384577380028
   -8546.5140247108192852    -2488.4617230410703996        0.0000000000000000       3206        158         93        105        115          0          0        0.0000000000000000 134966.5632924661622383 131054.1681292114371900 136140.8333309159206692 138489.9347437814867590 136236.1668049641302787 134835.6867503946996294 135546.3813950868498068 138259.1650330724369269 137486.2538784705102444 136673.3469982744427398 138655.0934243234223686 129550.1505162586545339 139028.2034427926992066 134387.9969609195250086 141565.2506736683717463 139024.1328809243859723 134381.6740280019585043 139401.0656374085810967 137595.3097045476606581 136579.0253221593447961 137794.4980218652635813 137577.8389845853962470 135115.2895221883372869 129765.2462033584743040
    8613.8648877305731730    -1013.8440243265515619        0.0000000000000000       5963        200        138        138        124          0          0        0.0000000000000000 127768.0026995997322956 130902.6890018182457425 135769.4599739515979309 128590.9185088299709605 128115.7308844766957918 122818.9910909840109525 132697.0876293267938308 131779.3578907382325269 131616.4535585660196375 120024.0315706433320884 130194.4096072763641132 124129.3780008897738298 128833.5387542187381769 132863.5077406221826095 136688.4718013964302372 137281.0097698816971388 132981.2529578947578557 125852.5073810802859953 121183.5877809558587614 121404.5012405473826220 127818.1869133725413121 128177.2190910624049138 130782.2978823289740831 131786.2908304558077361
   -3687.7675967948530342     7847.2815094354773464        0.0000000000000000       7292        179        118        112        128          0          0        0.0000000000000000 147888.4644131566165015 136511.9539538625977002 141405.9779634447768331 137756.0092912790423725 136500.0613882088800892 135701.8840758026926778 142386.1474932462733705 134402.1028322882484645 133296.3638520929962397 130299.0234268313506618 126843.6436167324573034 134480.0202380037517287 145164.4097039145417511 136787.2118306842749007 140540.5358881556312554 135498.4869556582998484 136511.2756401232909411 138130.1013302990468219 138053.4203474871173967 145570.9942967056413181 144816.8950164960406255 136199.0706301345489919 134604.2894365396059584 140864.5664183626358863
   -3193.1087219941050535    -8013.9614907133700399        0.0000000000000000       7253        181        116        118        128          0          0        0.0000000000000000 127402.2526017473428510 129191.7704128570330795 129854.7741808263381245 132956.2046977074351162 125359.3631989461864578 122188.0891877732792636 127159.8244934599060798 123701.0461238247953588 123138.2063383366476046 115403.8728249905107077 115435.5691656068083830 123497.3882755142112728 122262.9950523147126660 122175.6979696288763080 124176.2729819380328991 122584.8273067051486578 124537.0800955906452145 131648.5826300437911414 129810.8854490453959443 131654.5791992213926278 128353.5470484865800245 134100.6240877115633339 133104.1358549048891291 132911.8487055782752577
   -6714.2896078832773128     5629.3034609358928719        0.0000000000000000       2471        201        148        126        128          0          0        0.0000000000000000 153028.7867377317161299 147737.7959126731147990 147660.7911742020223755 132755.0326365379733033 139342.1425957366882358 145787.7932282940309960 138166.0795369610714260 136904.7154942862398457 136823.2240127316908911 138236.9995943861431442 143681.4542573639191687 145445.7264376811217517 152329.1182101070880890 143094.1042939198086970 147921.4288725465885364 140160.3708528924034908 138296.4688644801790360 141777.8179448801383842 140580.3883030306897126 144490.7884325042250566 143415.4856400709541049 133629.5632187774463091 147286.3668976914486848 147553.6325340557959862
    8751.1252759149010672     -484.6445691016646151        0.0000000000000000       3746        195        129        122        138          0          0        0.0000000000000000 137623.9113916897622403 135232.2091472966712900 135305.5460435809509363 143251.7481985709164292 128863.1736184991750633 136452.6532448088400997 134565.2908366861520335 130731.8527816791611258 136691.3109923008014448 134321.1437599971832242 135522.5366324876376893 141027.9082599744724575 136780.5477329521963838 132362.2505280310579110 133671.3422431932121981 132869.5537931690632831 126159.5433377088193083 139236.1412307468126528 141044.3954568751505576 136162.4571595559245907 138623.9778000145743135 138589.2482708219322376 132500.6480570961430203 133696.9101125276938546
   -7621.7302799035751377     4125.0535813044607494        0.0000000000000000       6576        199        138        136        124          0          0        0.0000000000000000 131862.7377960643789265 134524.3204670279519632 133271.8341396612813696 139674.6937679834663868 127318.8228040051617427 132988.3604324698681012 125938.3942583939788165 125924.2752625933790114 129800.4677212643437088 136503.1333920539182145 135468.6625478962087072 127035.9317084410431562 127924.1707148252899060 128513.9335812364588492 125138.8834509800217347 125391.0063819454517215 132209.8503843988582958 135895.4717213952390011 133898.9121906796644907 127068.1958742852002615 125310.3315819640265545 134647.2945666870800778 137155.3977214595361147 130844.0166892531560734
    4548.3596320768874648     7573.6230315278362468        0.0000000000000000       5150        229        152        168        137          0          0        0.0000000000000000 123126.5333448887249688 133671.7447027266607620 125680.9752337112149689 132074.4299581280210987 126740.8782522782857995 124233.7915615696983878 132598.3803555569902528 132709.3604005091474392 127139.4692921217356343 130477.6913027220871300 129120.2295182358648162 131051.7949802479561185 132061.4373656374227721 138114.9580683581589255 129862.9738562400452793 131440.3273698637785856 128580.8191255418932997 127976.3894609270791989 123432.0975260794803035 126847.1359402495727409 129300.8690900141082238 135410.8314586438937113 122167.5925675079924986 126080.3941071261651814
   -6068.2341333285921792     6385.3716341355539043        0.0000000000000000       8819        203        136        137        132          0          0        0.0000000000000000 143744.0880255884549115 146167.2404754107701592 135393.4826447921805084 131886.6569253412599210 125713.7354004762164550 131459.4640656494884752 137833.1694524835038465 132867.3133462399127893 133053.5814128509082366 126255.7120509236410726 133645.0309509169310331 132474.9957747052540071 134084.5394724698271602 131157.7077397322573233 132989.6771248467848636 133666.2950778698141221 142680.2510193857888225 141835.7729274127923418 142024.7040031117794570 137797.4903517288621515 140623.2940185192856006 141709.7416820768848993 148709.1597692109935451 142514.4255221977946348
   -8005.7661181128860335     3586.6820137557770067        0.0000000000000000       6097        199        134        128        136          0          0        0.0000000000000000 143498.1073101039219182 133267.9762178522651084 134465.1203330910939258 143047.5950289725442417 127549.5336629898956744 138520.9400310458149761 136201.3966396588366479 134058.9439831844065338 130837.8476519245741656 132595.5592412641562987 130011.1104397782764863 138881.6073997544299345 134731.8055872920667753 130112.0948675529070897 131580.8675442938110791 139521.6592652590188663 133277.0861014428664930 135082.2496814119513147 138066.7821248392574489 139126.9321087641292252 144474.9203263769741170 138880.3793108745885547 142796.4408848669263534 147021.9476664306421299
    -994.3926176474597014     8610.4155781032150117        0.0000000000000000       7969        186        134        118        120          0          0        0.0000000000000000 137395.5036579171428457 135724.4607420970860403 136754.3783868721802719 133155.6039503036590759 137084.2797424051677808 126850.8118347921990789 138656.4479537022707518 135402.5193825245951302 123480.5963528644060716 124287.3885131501010619 136697.1050917846732773 140772.0719971843936946 133371.6892733680724632 140592.4692816011083778 131676.6407617851218674 141024.2099269199534319 132027.5293177551357076 135936.4472357940685470 127957.6123721866606502 134364.6230601933202706 127044.2120135292207124 131826.3199634218181018 133534.9350622676429339 135756.5647513864387292
   -7530.6396411777250250     4329.9045702951016210        0.0000000000000000       8253        207        145        132        136          0          0        0.0000000000000000 135711.9011288343172055 137571.6308988204982597 139644.2759968952159397 136300.8269946272484958 133463.6147128136071842 137324.4525089480739553 138539.9324725514743477 140399.7785482234030496 136372.1787674478255212 133227.6064349390799180 128005.6772260779544013 128753.3563186392275384 127282.2298865455959458 126006.2359189732233062 137826.7809408553293906 129686.7354249294003239 131512.4722965161199681 121845.5293364568788093 130025.9412671113241231 130281.0998436848749407 129358.0922410073981155 129162.5271109774621436 139053.0918365671823267 131432.3608943800791167
    6655.5279993155663760     5397.0881895585480379        0.0000000000000000       8754        167         96        118        120          0          0        0.0000000000000000 113204.7577950233971933 117563.0138148634287063 107693.4045703039737418 124768.5789241984311957 119345.6495193964219652 119376.3447600944200531 125128.3700982980080880 125695.4467950696707703 122478.1538098754826933 116353.9626331453619059 114599.5047401127230842 115542.2532310163514921 115319.8018137642502552 116724.2384896429721266 124168.5885679839266231 120275.5173512033652514 121999.5654028013814241 125800.0974572887353133 116576.3744502134795766 118576.7432980453595519 122726.1253541669721017 126165.0621969095664099 117186.8154679477447644 120574.9696914296509931
    7878.8389267608408773    -3809.3167667221305237        0.0000000000000000       3833        153        110         96         99          0          0        0.0000000000000000 127109.0215766278852243 130551.2957933173747733 132762.9797953226661775 122686.7647714565100614 122901.9848386208759621 132328.0537074120074976 120134.2383499481657054 128480.6904535650101025 130157.4532406132493634 118360.8366180328157498 128922.0318266902613686 127365.9447873926546890 126473.6499453537544468 124863.5658704277739162 125416.7433924028737238 129615.9572629689646419 130321.4891595993103692 137162.9076173050852958 134138.3402893636957742 132125.0035963386762887 138948.7621928647276945 129921.2543548462563194 126979.8289583487057826 123359.1699745919904672
   -5088.1185593576710744     7085.4609187097648828        0.0000000000000000       7715        139         98         90         90          0          0        0.0000000000000000 138477.8504619653394911 145564.8894782948191278 137635.5585043660539668 134634.8365004545485135 133836.6204329387401231 134611.9940859919879586 138111.7066415043664165 131375.5543406750075519 137910.4372798924741801 136446.9774044698569924 132725.0502605919027701 147295.8312376658432186 135202.2918640119605698 137112.8850291633279994 133617.8177002859301865 121537.1770855266368017 132144.6903520666528493 129932.6582627109892201 131909.6199370641843416 125646.3010068694420625 130085.1159446402743924 135882.6012511858425569 135112.7491933170822449 142352.8749214207346085
    8679.8955918439478410      538.4864147873170168        0.0000000000000000       3028        214        140        147        140          0          0        0.0000000000000000 130940.7430902347114170 126364.3717386733187595 129682.4411911201605108 128040.7846920936281094 127363.3350707613717532 135432.7408465335029177 133391.7276134574203752 125167.0327926369500346 130072.9149355137487873 135385.4427401462744456 134628.5657701577583794 129692.1233790544938529 127693.8945808534335811 123920.4629371169576189 129795.4302296204550657 126662.2461914046871243 124998.4757437456864864 128563.0933552127098665 123387.1815956237842329 129582.0979856895282865 128571.6500879243685631 132928.4560942770622205 126657.4355352164857322 131962.2806821043486707
   -2538.4917116054512007     8436.1505882728961296        0.0000000000000000       4870        177        112        118        124          0          0        0.0000000000000000 139463.3926494040642865 138534.8696294814872090 132841.8540352387353778 137730.9192344330367632 127443.5733541570953093 134026.1523220954986755 138406.4126236294105183 138383.8434394630312454 135545.1455213377194013 143055.5919235379842576 141220.1064246290479787 136266.2192576155357528 142753.1086050930025522 136155.9167651236348320 135364.3649165028473362 131022.4039550882589538 133506.6828291851561517 134587.3198518860153854 130461.4337977880204562 130202.4605858271243051 133283.9950706445961259 131819.3050899498339277 139474.0451411945396103 134023.1541217538469937
   -7647.9971347284108560    -4224.1741686779405427        0.0000000000000000       8946        183        129        128        108          0          0        0.0000000000000000 122412.8701036493584979 126939.1691462040471379 130532.6094971014535986 130403.7876958683191333 124966.2724760092823999 132000.5286946323176380 131816.9645804577739909 120247.6148607644427102 119630.6324051357369171 129237.6196394596772734 125766.9473620967473835 130064.0970258488814579 125334.6453869464166928 127997.4227366838167654 122073.4679119546199217 128061.4957693672768073 136938.8368484927341342 129884.8481292239739560 127080.3516914566862397 125689.1778169652970973 130402.6187550349422963 128450.6176124384364812 126176.6392229109333130 124341.4947464187571313
    7792.9289333097131021     3819.9361127308407049        0.0000000000000000       2531        191        128        118        136          0          0        0.0000000000000000 149241.1444276861147955 139388.6087408494495321 134725.2377542654576246 142566.4232871040585451 136720.0987224788405001 146069.9555115312978160 147941.1197137711569667 143051.7208772205049172 139816.9989725532359444 141784.2872158367536031 134371.3131752176268492 146453.6679757250822149 139494.1140677965013310 132164.7226897347718477 140459.3729691499611363 133197.2564823925786186 124055.0057352694566362 135086.8834945395647082 140980.5364288088458125 140653.0984275827067904 138748.3475765719776973 142365.0955375973135233 139764.8239441521291155 132093.0097012073383667
   -7442.5063534942064507     4484.2246401164784402        0.0000000000000000       8966        178        128        112        116          0          0        0.0000000000000000 132678.0935327610641252 135860.7557297600142192 125348.1016329086851329 124785.7831376910617109 130935.5220972792594694 127856.8365602793928701 128582.9116507330618333 131586.1183544507948682 137199.2966502337076236 130876.9131805858341977 127572.0311795038142009 128725.0623364102357300 127145.9861058729875367 126208.3120583561103558 128475.3835570301453117 129442.9961021768976934 129428.6412743398686871 125336.4982115884049563 133886.5129303894646000 134010.6789487680653110 134820.5471372733300086 135337.4841194179025479 139288.7097095544449985 133431.1906844914483372
    1063.8470003938134596     8682.2867520183426677        0.0000000000000000       2638        130         92         78         90          0          0        0.0000000000000000 127588.5833236886392115 134588.4267098721174989 130482.4898301838111365 127009.9285710737312911 125363.0885128830850590 125626.1428323104046285 127199.7348443086812040 131073.5232094104285352 130110.7246608533459948 126881.0263857536046999 118368.5180419922689907 131472.5014318095636554 124199.3599225972720888 124475.5707307163829682 128722.1551549735013396 137497.2759864857362118 134631.5943061254220083 132943.8641035236360040 134527.5290347821428441 132053.4013077279960271 135786.3007684022595640 135395.4991163077065721 132816.8913983269885648 132596.1147477105550934
    8305.9020122582678596    -2836.4159582306797347        0.0000000000000000       5072        233        162        156        148          0          0        0.0000000000000000 129028.1975795147009194 136135.9880711873411201 131311.0926035033480730 129181.3135780457523651 126651.6640895080490736 130001.7145856819261098 134045.8489478815172333 130915.6403176985768368 135117.1585200219124090 128322.5352897252596449 127938.8828600836568512 124966.9894264368776930 132942.4192054191080388 139366.5081606304447632 136399.9099750901514199 132972.1484817687305622 136979.5617177821695805 130711.8070943015627563 125294.5799252242868533 125989.6969945564487716 135263.7149242812010925 131135.7208573593525216 128513.3358206384291407 133378.3557124931539875
   -8595.2065793620258773     -970.6040881324718157        0.0000000000000000       8183        195        132        131        125          0          0        0.0000000000000000 134427.0675839364121202 135867.3558837401506025 138797.8359095169289503 138645.6286131939268671 135485.7859693006612360 136745.3867255930672400 131200.9718781941919588 136953.3153705558215734 133847.1191859756945632 131688.9104279687744565 138742.0915309707925189 128040.9081619546341244 122433.1241576299944427 122827.9166329110885272 126779.4426754265878117 128212.3306982519716257 124084.9626615005981876 129482.8907773088576505 129627.7050749846239341 137329.8118752957961988 131810.0877299357089214 133043.6077480103995185 133492.0827567960368469 131668.9069033542473335
   -3785.5414459265716687     7880.3460849753491857        0.0000000000000000       2659        172        116        112        116          0          0        0.0000000000000000 127670.5465691478602821 124702.8944763089239132 136798.0819968118448742 142399.3340747933252715 131084.7987520530296024 137906.7062386769684963 130583.7135366497241193 132945.4836507554282434 134540.7923488170199562 130176.6223208037845325 131398.3828869132557884 140316.3559992049122229 135187.5540363281324971 127864.4919000903610140 137044.7214601806190331 126525.0719539257115684 120189.6249865817371756 121979.5748313480871730 127004.5510317946027499 123599.0859420141787268 116853.3921615672588814 124985.9890864542248892 130556.3322411067201756 131411.6030313458177261
    8274.0444605353804945    -3389.2518555006954557        0.0000000000000000       3354        147        106         95         92          0          0        0.0000000000000000 138727.6431229484733194 130514.4666031222441234 136013.5010819660092238 137151.2475789845047984 135107.5512286130397115 131993.6459829264495056 140921.7239251568680629 140698.3414530369627755 140751.6777712739421986 135384.8040814200940076 138145.1047785436967388 138040.6475289941008668 141873.6877881339751184 139895.0487029119685758 140365.0973849244182929 137654.3718899729428813 133336.2641429088835139 143218.4938283994852100 142544.2547189066535793 143972.2656712929019704 138009.3389878713060170 135421.8769051871204283 136547.0174028738983907 140200.4260423662490211
    7461.8734560926477570     4494.4592049307257184        0.0000000000000000       5707        215        140        138        152          0          0        0.0000000000000000 141425.0673941304266918 138212.1210406136233360 138202.4516479510348290 128684.5674458542052889 128836.7044653080520220 132858.7130936602188740 137464.3654388262366410 138552.5244186557829380 138036.0825271325302310 136731.1789818923571147 135547.2499261089251377 129609.7557985607854789 131711.2878426264505833 135879.8901434368162882 140636.4899966258963104 141144.5795415916072670 131229.9109345963515807 138619.9325513943331316 141006.4699015721562319 141899.6056649474776350 133212.6497172945528291 131544.4605935184226837 132803.0990782808803488 138227.7082096604281105
     -75.9850101955255894    -8692.5091941457230860        0.0000000000000000       8980        195        117        141        130          0          0        0.0000000000000000 132162.6756050572439563 133684.0788514933956321 129413.7435641983465757 136812.2825212829629891 124451.9659166700294008 127088.6429415256570792 128017.8237273338309024 129729.3769857922015944 131619.2381792258820496 129643.4001812395581510 132775.4918237102683634 130601.3219466926384484 129341.3146839383698534 126093.6498869527131319 125592.4760287853423506 132118.1241070914547890 128961.3892974824702833 138700.0287987167830579 142458.2317025289230514 135575.9055478089721873 132378.6742815665202215 136137.5154196739313193 135444.9192301210132428 124636.5578852286125766
    7663.3580672805373979    -3879.4230303778581401        0.0000000000000000       2713        182        114        126        124          0          0        0.0000000000000000 132326.7642134735651780 128816.6190525589627214 126681.4640804481168743 132461.0430359803431202 139263.7722660045255907 130604.5085167869547149 131235.9309867868432775 119217.7924392778950278 128933.6042533393192571 129954.9754702347272541 133423.0983914853713941 130350.4579216341953725 124115.7437455575418426 125051.5866102610016242 127388.1344797235506121 128855.5874213810602669 129183.8480678349733353 131632.9413796389708295 130297.7041967262921389 134875.1031746978114825 132415.8405407914251555 130331.0424242607114138 136971.2217341171053704 127610.6960238023311831
    5805.3520563505544487    -6722.3109364938454746        0.0000000000000000       3722        189        122        130        126          0          0        0.0000000000000000 153457.6450179257662967 146673.9514232580258977 148855.1826123007922433 151620.2919078640406951 146745.0623075397452340 148247.4843397414078936 151295.8099875598563813 151458.0853474521427415 150465.9813299587403890 147158.0279931206605397 144408.4466724882367998 140006.0811411517497618 136643.8702188070456032 137626.7327225181506947 141776.6324713544454426 142137.6173803356359713 142190.2187019792327192 140684.9456571964256000 143728.8561879157787189 146954.4957930869131815 132173.8176537873223424 144665.6636499161540996 135466.2506662881933153 152090.6139466060558334
    6065.0763523731138775     6293.6747145760491549        0.0000000000000000       9032        211        148        138        136          0          0        0.0000000000000000 131980.2926877181744203 129888.3344772933633067 126783.9576576631661737 122305.5003717881045304 127634.1280510718497681 127238.5969006029772572 135798.0663303520996124 135677.3470618905557785 140552.5125863370194566 138675.1692924929957371 129145.0144090586400125 120534.3666245717904530 130173.1197969930071849 128984.1008576684107538 131709.9340066779986955 132143.7690783494035713 137929.9708253900171258 138563.6192251088796183 139770.0698850554472301 128797.0081219052517554 135490.2918543854902964 138400.0390793551341631 130117.9362378823279869 136945.6928208592580631
    1225.5022058446118081     8690.0915240721151349        0.0000000000000000       5648        162        106        117        100          0          0        0.0000000000000000 139265.4663620182836894 133678.2310979654721450 141179.5848662558128126 139188.3445372253481764 134508.7259873249568045 131729.1030588905559853 131570.0266060707217548 127430.2337350584275555 137531.4841325313318521 133930.6736468500166666 140965.2555825173039921 140580.4610243038914632 134317.4372321738628671 130285.5475957747257780 137169.8407922086771578 140311.7726306745025795 135486.5622368941840250 131519.3082213687011972 133268.4462362174526788 135587.3698768201575149 136767.4020756137615535 143635.6617159153684042 142379.5162527476204559 136961.0909740684437566
   -8192.8291327249226015    -2793.7110760398304592        0.0000000000000000       3432        209        146        142        130          0          0        0.0000000000000000 130031.2161805810173973 132598.9631842848903034 132946.2871070945693646 132310.7097653956734575 124547.3051249768323032 128253.4846855960495304 121767.4453586530871689 125769.0334804075682769 120510.5619250757445116 128857.8906967384245945 121066.0387341621244559 125778.4449983598751714 136975.9940951707540080 126425.3981442234653514 126161.7201546879223315 124975.0324931565264706 123335.8091855431266595 127101.5553250917291734 126940.7486042613018071 119191.9342595348280156 132883.1459532483131625 136132.8636552027892321 120634.4880674344603904 136434.0017349985428154
