                      Mag                                                   F  N clusters    N vorts        nvx        nvy        nvz  N strings  Max s str            <l string>                Correl
   -1478.3019439686534042    -8781.9958598215089296        0.0000000000000000       9439        202        126        142        136          0          0        0.0000000000000000 129000.0358813409256982 129181.2631102613522671 129445.3166914347966667 140086.3845973924908321 134932.7039417728956323 134684.7601921018795110 131370.4113653657550458 132196.2276110045204405 135679.1397111490659881 127505.6917599348525982 132290.3716470587532967 140733.6871047493477818 129709.5945881024526898 127953.3120026764954673 136224.3954515721998177 131705.6078747808351181 134091.5671625726099592 134758.0690292629587930 132465.0877716855320614 135894.0164656723791268 135286.8402559534588363 131544.0938298584078439 133392.2762125446170103 133478.2416995190142188
   -8662.6383211784723244    -1703.2598227136181777        0.0000000000000000       3199        202        140        141        122          0          0        0.0000000000000000 137327.6098598053795286 138123.6246443619602360 137893.2451821278373245 131134.9273844139825087 137396.0961693958670367 130728.9773437857802492 137452.8881663926877081 133303.2391308140940964 135600.7529656889964826 133074.4597123446583282 125318.5801639105920913 126810.6134347826882731 134844.5085144592449069 135607.2228703509026673 130070.4807731627224712 132463.1602928129432257 139833.7194512227142695 137371.4326849993667565 140378.8313438025652431 133159.5191230477648787 136494.0364282483933493 133764.8324399814591743 132479.2879307176917791 141334.4901364083343651
   -5072.4142130343107056     7150.0278544989296279        0.0000000000000000       4951        221        136        149        156          0          0        0.0000000000000000 130864.1008612666628323 130495.3660175131517462 131318.8237753500288818 131396.9267273952718824 135844.1881508821679745 138605.3571474880445749 137463.7894236276624724 134097.4559939135215245 134856.2150881619018037 133664.7029130658484064 132557.7575587987084873 126216.8843180409166962 128090.2107650678372011 139526.7328603642527014 133185.6411484250565991 128486.3900462524761679 127049.1749620360205881 124488.8819810152635910 129733.5734320708725136 130197.7322934699768666 134597.7217797424236778 132813.6571892878564540 128181.2022771190240746 132553.3191708654048853
   -8413.4769941942067817    -1677.5363298140525785        0.0000000000000000       3527        170        119        106        114          0          0        0.0000000000000000 125578.9982367181801237 131542.9131560988316778 131320.9645289155596402 132387.5391445162240416 131206.9778864670370240 128197.9185172564175446 131145.2864139529992826 125662.6666829551104456 122640.1271011403150624 121241.3228971145290416 120908.9361394240841037 126478.1178205518808682 128062.5932349940121640 129144.7663335910037858 123291.2770809269131860 133263.8921296887565404 127520.9362534274696372 118903.4465988627925981 118350.9417181396274827 122249.0037559523334494 118700.6287815804680577 123272.0684522524097702 122160.7671064905152889 136610.3047237923310604
   -1330.5945724521470765     8510.9601068286538066        0.0000000000000000       8984        203        130        140        136          0          0        0.0000000000000000 127423.1743123715568800 134707.7550073579186574 124939.2402003740280634 130370.5796623549540527 128278.5804925392440055 126031.0706180563865928 129984.2122315397427883 125696.6655068128457060 130216.6813090183713939 121510.4953187205683207 123389.0624812848982401 130989.9458364400052233 129515.5565480039658723 126782.8476456696371315 126247.6640308352216380 120783.2795054598973366 121362.2729756719054421 129198.2259298913704697 128275.6913432285073213 135464.1913283923058771 130125.9480292062216904 131657.3829173897393048 130208.9668966939207166 131474.2580881602189038
    8382.3257932270480524    -2371.6146838270187800        0.0000000000000000       9087        180        123        120        116          0          0        0.0000000000000000 147629.0973719923349563 143614.2729762139206287 148331.5068622092367150 138333.6171668995521031 147856.5754500213952269 139925.1607470519666094 141117.1418608775420580 136882.8915376882650889 139001.6448425615089945 140113.2135217630420811 140002.4063768031483050 125683.7839520802954212 130227.8270163802226307 127946.7173495675524464 141646.8881135809642728 134850.2330352491117083 143343.9550664382113609 141723.4126651268743444 136122.9118124894739594 136079.2751201655191835 143477.0065367187780794 136057.6175427119887900 141126.1909574876772240 141452.3315397271653637
   -2736.8364278747408207     8307.0465006626109243        0.0000000000000000       6531        230        163        148        148          0          0        0.0000000000000000 130737.8692820902651874 133569.1101298292633146 134750.8056041017116513 130177.3199841319146799 132213.3329456112696789 132783.5094251168775372 128872.3268151582597056 131424.0887008379213512 131618.4604302486113738 117283.0890348555549281 129079.0002520734560676 127770.2494630716973916 123477.2654341223678784 128719.3122074581769994 131095.7569785257510375 130191.1432766454672674 126829.6238874487899011 131100.1575487488880754 127669.4601426529989112 135617.3137535171990748 135056.1629418237716891 132709.8747180423815735 133551.5157111161970533 136927.7145231225003954
    8263.1040899180479755    -2755.8275065956258914        0.0000000000000000       2548        180        120        124        115          0          0        0.0000000000000000 132836.3673337773361709 139658.5430336950812489 136969.1668303331825882 136242.7688334944250528 132201.9175423306005541 120758.1328591999772470 119941.6134677552472567 128262.0019162126845913 129390.1965156738588121 129791.5326094356860267 128837.4936672587500652 127246.9604060663405107 128627.0510654912359314 128197.2455415031872690 127824.9983933044277364 132752.7992260739847552 133311.0934461095603183 140160.4825035973044578 137829.7108969581895508 137611.2461080804641824 137460.6374508757144213 133428.7950883729790803 132527.8645958071283530 137547.1054433195677120
   -4712.8829348298031618    -7467.0614677527773893        0.0000000000000000       2396        156        108        110         92          0          0        0.0000000000000000 138113.4783419239684008 142575.0221145200193860 134832.4086694624274969 138201.8975645377358887 142273.7274621676770039 136435.8586038458743133 131109.4228657074854709 135852.0573072211700492 142037.4405518161074724 139340.3568363594822586 126181.4129409600718645 130641.4468637449899688 135632.9020977418695111 131368.2904804095742293 131460.9004184216319118 132887.7805567578470800 122088.2047795258258702 127570.2109768221707782 138226.1748515340150334 139732.1022881374519784 138998.3670637469331268 135221.5123950239503756 138892.5914453541627154 139822.8614584463066421
    8332.8882325982649490     2303.8539225191075275        0.0000000000000000       8485        182        122        120        122          0          0        0.0000000000000000 139651.6728227430430707 130303.2861539699515561 118465.9094939747010358 135524.1286753585154656 134260.3815113443124574 129843.6462192993494682 137449.9457986905181315 130858.3439722545299446 139886.5915518341062125 144857.6964730382896960 133681.5759376267378684 139332.9560074824839830 136501.0240826208319049 131226.9572785183263477 132492.5950966321106534 128872.4498221513495082 132016.9253450237738434 136504.0787506611377466 137157.7060057357884943 139159.8664432401128579 134653.6484592330234591 135872.9113326554652303 133219.5592752220400143 138866.0889329753408674
   -8766.9629645627355785     -240.0191862751563860        0.0000000000000000       7102        188        130        132        114          0          0        0.0000000000000000 129420.9201847139629535 128986.8140724714903627 133327.4004824183939490 134358.2709225961007178 134817.9126733749289997 124357.0053124530386413 118445.7451211260922719 120120.7150758210627828 124713.1330234120396199 122768.4873766660166439 124960.4180421674536774 128765.7881210964114871 122124.1342228546709521 121707.9568373956426512 118737.8859227024659049 127725.9493616862891940 121316.9493264826451195 130475.4816377688985085 120045.1739043356210459 137364.9831964766490273 128466.8987570776807843 123151.7722312046244042 129242.9901530929491855 121094.7068873981770594
    3658.9491831722734787    -7958.4572230965823110        0.0000000000000000       2817        194        134        128        126          0          0        0.0000000000000000 118722.5814345756662078 112221.7942214535141829 122537.3746535941172624 130140.1349205195583636 128759.1176980594173074 127911.9970429716631770 125980.0783111395139713 124243.4194880281575024 128487.2666711634083185 130031.6938016410858836 123021.6013664504280314 132039.6782414266490377 126474.3236327860504389 131043.2160289423045469 132798.1650112132774666 125262.1248784944036743 121863.9025664352084277 120227.7954330238571856 122968.1552949963806896 124550.2378110990393907 122758.1415381211700151 117036.2467551391455345 128831.9635818219248904 125280.6756856013234938
   -6518.0016346122411051    -5848.1435205593879800        0.0000000000000000       8953        184        104        122        142          0          0        0.0000000000000000 133865.0677442868473008 138232.7638945895596407 137026.9810427631600760 131382.7128847110725474 142836.6570538458181545 140893.2241750150569715 131431.2404968625050969 133894.0303239540953655 134747.2317998615908436 130866.1085645587882027 134398.8093290285905823 131167.8767035441123880 136461.7866200824209955 129348.6733405127451988 125722.7508101215353236 125330.7647132153651910 139856.3557297220104374 134051.1392481666989625 132809.8922865220229141 129269.5522219826234505 129890.3050573399377754 130332.0508674516458996 134196.7005175890226383 135737.4643570675689261
    8692.0631754642945452    -1430.7080867542756550        0.0000000000000000       9105        243        168        151        163          0          0        0.0000000000000000 148523.9432380759390071 139661.3003255499934312 140739.5625126371451188 142293.6523954110743944 137107.5396126685664058 143570.1898807188554201 142964.6362731758563314 145405.2952489817107562 147358.5743535873480141 131578.1070097801857628 139066.3238243507512379 140764.2785696835198905 139964.4291216632409487 133838.6146943566855043 130544.8676357633812586 136013.4716947583656292 131602.3622552176238969 134260.2958234229590744 132365.7525335116661154 136235.9258738857752178 147450.0842813716735691 142794.5784604484797455 143589.9390000493731350 138529.1897580232762266
   -7072.2188405141541807    -5137.7648163027433839        0.0000000000000000       8449        206        138        130        143          0          0        0.0000000000000000 133629.7728778020536993 137282.6045620465883985 135880.8364683028485160 129282.5220976202690508 131495.1437060875177849 135516.9659630442329217 133752.3429245906590950 134153.5888493138481863 134689.7905038144672289 134174.4171907803392969 129717.0939487901341636 131516.6365664361801464 133732.7110778159985784 126202.7621467361168470 130677.7573091117374133 138389.1768503837229218 129852.6087459143891465 130629.7930926132248715 139868.5019383979379199 136379.3991679257014766 138497.8484916648594663 130553.7816193063335959 132030.1119931587018073 126187.8650901567307301
    4446.0824031692254721     7510.3711276827934853        0.0000000000000000       8269        169        108        118        112          0          0        0.0000000000000000 137649.9957987786910962 129543.9429270370892482 133340.5025232356856577 131949.0751927462697495 138271.8420259250851814 132380.7309361395891756 140750.3667111069371458 135270.4199387206172105 133141.3289360186900012 131628.0311722459155135 132934.4484987644245848 134623.9600448920973577 136336.6881380251725204 128477.3751684183953330 143138.9376850922417361 135386.6759117317560595 130249.1721509222988971 132474.4842227473272942 136756.8156076879531611 133646.4497335715277586 139656.3805137824674603 131212.9967769538634457 131743.9096845335734542 134024.2671929488424212
   -7385.3045444452673109     4395.4301243484514998        0.0000000000000000       8954        160         89        112        118          0          0        0.0000000000000000 132332.4249885099125095 133301.0378973038459662 128250.1316442440729588 139557.3125745660800021 137814.2368135671713389 126643.5904327016614843 127585.3312634119210998 121459.4292845172749367 122539.9252761078532785 129708.8133010712917894 129565.3449148144864012 132852.6363418351684231 131959.2461054538725875 130887.8192630815610755 135318.9251994353253394 126308.3230103412788594 129409.3937651052838191 124337.2582376009377185 131420.5992406299337745 123562.1137518363102572 127114.7761153492465382 130567.6589378371572820 137434.0237582726695109 133968.3375335713499226
   -7310.1029569781685495    -4566.2642907047393237        0.0000000000000000       6736        197        134        136        124          0          0        0.0000000000000000 116444.2831346205493901 114409.8231357249751454 125699.1222220470954198 124784.6837818503845483 116833.3768039547576336 126209.9422243712615455 123222.8221539316436974 116078.9890643304970581 115670.7033272273838520 123783.1514770640642382 120522.0760025363269961 126489.5528542802203447 125567.0083521838969318 125719.5105032552673947 126042.5606610755785368 127952.8500360347097740 126448.9815436683857115 123404.4760234285349725 125158.0816514167236164 125408.9701914661272895 132114.0350479261251166 116364.3303146621619817 117517.2700724759197328 116291.0817511437926441
    8696.9083251597567141    -1075.8856333213946073        0.0000000000000000       3947        169        109        110        118          0          0        0.0000000000000000 143027.3929112444748171 128904.6818222158763092 139931.3766982979141176 144458.2206730502948631 134236.1952045002253726 130049.6304483070853166 131593.0339273996360134 134051.4515055550727993 135774.9933019672462251 136349.9776456365070771 135846.1371420221403241 146920.2641649726137985 147241.2877431928063743 134170.4785104513284750 138567.8687184321170207 137352.8243279939342756 137127.8314064981532283 133808.8807543233851902 139702.3476390938158147 137352.5247239386080764 139749.6709086240152828 130820.5903468628239352 133153.1367324191378430 136347.2045224512694404
   -8801.7582942270746571      165.8123091180360689        0.0000000000000000       8861        182        121        109        132          0          0        0.0000000000000000 139299.5596557405951899 139372.6646484115917701 134934.8214344236184843 138029.2834829245693982 134877.5489148687629495 142667.0268508374865633 145291.1984189003997017 137126.5776124115218408 141180.4947057772369590 143984.0115650844236370 143811.3910590114537627 134036.1519624927605037 124960.4578822365292581 121182.6308462184679229 130418.3259253277647076 132660.1434312069322914 132446.9877020140993409 133774.0077021593460813 132979.3330713887989987 137951.7187922850716859 139057.3384844345855527 128861.1050646142975893 136756.6034879819781054 141730.5079834803182166
    7532.5498241232508008     4618.2647186987560417        0.0000000000000000       8466        189        126        128        124          0          0        0.0000000000000000 132116.9124584359233268 129363.2465940443362342 130157.8219769262068439 128725.1806015460606432 127123.6938953593635233 132326.9131756609422155 141710.8429040194896515 130784.2128233363619074 128302.0286207958561135 131515.5603686188696884 119354.1866953269491205 132466.7092918673006352 138690.2052178950107191 137935.8755816238699481 131584.5216426561237313 128624.4884943470970029 136604.4809571811056230 129065.3655613218434155 138805.1025570209894795 140461.8169145543361083 128197.2596492739539826 140633.4127821548609063 129355.2751295734196901 137662.3974396106787026
   -4803.9789636767136471    -7432.3677878848384353        0.0000000000000000       4453        160        106        100        114          0          0        0.0000000000000000 145052.5264264764264226 146607.9777360800071619 143450.3487028507515788 140653.6162426979863085 144142.5346725462586619 148371.7394940771337133 137678.6157601916347630 129769.7905228033487219 128349.4666843369486742 126772.5000463555334136 129054.8995197756739799 138108.9827055017813109 129233.2942719840502832 139900.7735180583258625 141934.4926734048931394 139891.9768285028112587 144705.7686539287678897 142360.3085479075962212 137399.6859206337248906 137988.4580732962640468 139566.8718790806597099 143547.8456946953374427 147548.8707509713131003 148770.7338907698576804
   -6638.7232757603551363     5574.4873372103565998        0.0000000000000000       2813        176        116        116        120          0          0        0.0000000000000000 137096.3407470087695401 131398.5465057301626075 143551.1356731012347154 142047.1364927861723118 128459.8860596574377269 145607.8955047524359543 131567.1274549167719670 144226.8114738907606807 131962.3252277594292536 129082.1962396535673179 127285.6749886165780481 128445.7191473927523475 129580.3310088447469752 131926.9562518011953216 133758.6362711692054290 132014.0665410479996353 133784.7379307546943892 126226.3510191622335697 130529.7331727540586144 130912.1789505340566393 132038.8982320607174188 128729.3622572330350522 137223.7134886241110507 140594.3170090911153238
    7664.3248466102386374    -4223.9696112555939180        0.0000000000000000       3699        210        132        144        144          0          0        0.0000000000000000 125632.7656873403757345 125456.3080712798109744 123367.8097586851799861 134641.3895901279465761 127917.0452721061010379 128210.6212560247804504 126856.0765103488520253 133873.4561872980557382 134978.9752820729627274 131472.1424766562995501 131981.0819301515002735 132890.3755622940370813 132494.5877421486366075 135434.3199783675663639 130569.0084721615276067 132000.5215856540016830 132873.6164164825750049 125329.8458042007550830 125594.6082545661192853 128717.5498961355187930 119958.1196704084577505 129414.9791708076954819 120621.8985821913811378 125509.0925743752159178
   -7346.8970451263639916    -4623.9691307064385910        0.0000000000000000       8703        205        124        133        151          0          0        0.0000000000000000 138955.0990103011718020 135617.0474223814089783 134870.6321350773214363 125831.3774291289737448 134313.6885141703533009 133449.7789628203317989 134563.0696222262340598 135986.5633634065452497 129678.3412257519958075 125092.9401203661982436 124854.5211314937041607 126462.1209919567627367 128306.8331966956466204 130673.6470721047371626 133059.0928014446981251 133785.3687630544882268 137177.1854228329902980 143106.1249449971364811 134526.0841866574482992 130855.5246649717300897 128343.1270645228505600 131440.3219014398055151 140146.4011130696744658 131088.8641997962840833
   -1924.1350186882068556     8468.1789207187011925        0.0000000000000000       7121        171        109        116        116          0          0        0.0000000000000000 135549.8487122165679466 135085.2496587873320095 137838.2917007882497273 125060.9584484493534546 129514.5906027511373395 125915.9997584090597229 134925.7013964393408969 132143.7115906932158396 124558.1501210538699524 128307.5672263722517528 133332.6750794861000031 136086.4614118582976516 124662.1741365404741373 126665.2065634728351142 135892.4124017938447651 129008.6775986560969613 134694.9095389836002141 146316.6466475034249015 140488.5646461707365233 133864.0398169997497462 139294.2766640052432194 134148.5661254431179259 136299.5325801681028679 135879.0955839314265177
   -6781.9349104861448723     5657.1793245578419373        0.0000000000000000       8922        136         90        100         80          0          0        0.0000000000000000 137281.3941099437943194 135432.3900500199524686 134439.9860905918758363 128459.5821293069166131 141411.7284575274097733 141259.2747336440079380 133551.2510526336845942 131175.7167118708603084 130924.8263835803663824 131788.8172293152892962 135728.1657046890468337 134254.5848586172796786 136642.9044966411602218 141047.7645640727132559 143376.4739629372488707 135119.0510000954964198 128245.9489284596056677 137187.0029574893997051 133545.1031569118495099 141287.5483168422942981 142976.8588121482171118 140310.1197526275063865 138310.8542419738369063 137298.4920567461813334
   -7627.8564980408573319    -4437.8425495467918154        0.0000000000000000       3111        161         93        111        116          0          0        0.0000000000000000 143139.9261065378377680 137468.9901206000358798 139384.9925750460242853 129359.0982733406126499 142487.6798370724427514 145494.6899339535157196 141754.0067220543569420 144029.8879044502391480 144466.9053249002026860 139453.5876863258308731 138040.6627389634377323 146881.3094304035184905 139882.7718952255672775 138689.8703611069067847 138653.3829713656741660 135916.1902762351091951 132738.9589111332024913 136019.1446043039322831 132115.7349284694355447 137464.0874342642491683 134625.6485501201823354 139979.4736835971707478 137056.9495910905534402 143242.4995209833432455
    5207.9976728064466442    -7064.8704615140968599        0.0000000000000000       2413        208        144        134        138          0          0        0.0000000000000000 141706.3926297280122526 129558.2846995006402722 142946.7587346846121363 145307.8992730916943401 139834.0221455815772060 136606.3677000519819558 134305.1559168455714826 138381.8808684405521490 139191.1361794170516077 139376.3076079156307969 140288.6304937748354860 133462.4933949802070856 136526.9145307018770836 137519.3490445245988667 141272.5528170581092127 139353.0713652796694078 133554.6768146814138163 131540.6175641699228436 135674.4826954797608778 135612.4034272315911949 134032.1629659830941819 133612.3963818011689000 133299.4611429903598037 142444.9836321790062357
    7639.2661484670579739    -4163.2058593589299562        0.0000000000000000       2863        195        128        134        127          0          0        0.0000000000000000 129247.0375778023008024 124545.4300861969531979 126044.1894106767140329 135003.1499526539701037 125735.9712772249622503 131693.0236755117366556 125903.4620583228534088 125794.5798526819562539 127777.5656217241194099 130736.1672230411495548 129433.1438394711876754 129465.6670199556683656 126291.6327132933365647 132397.3193564784305636 132300.2071963410417084 132379.1538147167302668 131138.3719093010877259 128912.8544189627282321 133192.7683671072882134 139918.3664067876525223 140963.4688054260332137 129952.3979086163599277 130329.6957122775202151 128037.7179175346973352
    6977.5753259493476435     5556.7443740086364414        0.0000000000000000       8363        158        115         96        104          0          0        0.0000000000000000 137129.8894497340370435 130873.0169645462301560 139536.5332979304366745 134185.2546243811957538 138249.4397818806464784 145245.9312326388608199 131381.1032060305878986 139081.7814865589898545 144376.4279228163068183 135750.7695402674144134 143490.8951293948048260 137371.9600807980459649 136196.2223699775931891 135966.7796275789733045 143362.5028358453710098 141118.8857282491517253 134489.4194866442412604 129357.7386534611141542 138098.9920803867280483 141416.8665012686687987 136166.9419049246353097 138020.2580107012181543 136686.5517263229703531 130888.4055263000191189
    2883.1179113661983138    -8168.5854644796127104        0.0000000000000000       7228        166        110        119        102          0          0        0.0000000000000000 135719.4508819916518405 136887.8887122487067245 130236.8000144268880831 136185.8563907718926203 138606.6756317878025584 131394.8551765866868664 120774.1194607465004083 134796.8559971271024551 130034.2717668111872626 133210.8670469829230569 118781.5203136939235264 120771.4017081668571336 120357.7301200987421907 112339.2669593973259907 123715.9701699484139681 123201.0109154770616442 123681.8973581247264519 125020.4682915575103834 131346.7619003253057599 126886.5291312829504022 122796.7321129040501546 126754.3555026115209330 128502.3012068682146491 130446.5351076651713811
    2517.8589164282943784     8460.0922899398174195        0.0000000000000000       8538        175        124        116        110          0          0        0.0000000000000000 148724.6126433123718016 145325.1139013080100995 144454.5253441726381425 138455.6743425407621544 142800.0892707316379528 129050.9093378726101946 142560.6968514286272693 138379.9504191534942947 141072.3503665192110930 145104.3080500462383498 137826.2568294421653263 140032.6651172933052294 142430.4701711011584848 147148.4871045090549160 144027.6867255653487518 140007.7445898841251619 140025.0086291214101948 140486.2222915532765910 142772.5999792008660734 142407.5583065205428284 147531.8078380895894952 137465.0443944765720516 140434.5342720132612158 143304.8504542905138806
    3200.8030390685844395     8142.5408704949277308        0.0000000000000000       7504        207        130        133        150          0          0        0.0000000000000000 125244.9378604212834034 128742.7168810019647935 132418.6603375117410906 120815.4235425248334650 121187.5371672666660743 121419.1737356190278661 125660.4074378426157637 126517.8156942297937348 130431.0202188262046548 126861.1537081994174514 130671.2129846349707805 126993.2408153098222101 130085.3697023684944725 133895.2917123892984819 131822.4359257281757891 133678.1747851702966727 131023.2819933023856720 134174.5542406401655171 129191.5580607720912667 135757.3995999561448116 131318.3275200353236869 128654.6810766734706704 130026.7018510597554268 127944.8906950585951563
   -2746.1093587469090380    -8158.2352927444253510        0.0000000000000000       3685        219        152        150        136          0          0        0.0000000000000000 136202.6947047197318170 136878.0742869114910718 129767.5617790344258538 133704.8592796814336907 136616.8102924618287943 136493.1511068397667259 137674.4013234964804724 136041.4910747449030168 137641.5192476821830496 135025.2301946160441730 140059.6746331150061451 131120.4630795662233140 136381.9321903705131263 136759.4536408974672668 133392.1920595882111229 124879.5824698141514091 128760.8068872232688591 127620.8097258927300572 121393.5955297385808080 117777.4466220053873258 126933.5604047808301402 123815.1799427278019721 137453.8393235421099234 133032.4690937023551669
    5875.0131520713985083     6508.1247959703187007        0.0000000000000000       5038        197        134        132        128          0          0        0.0000000000000000 136060.1542072680604178 139112.4153926733415574 134482.8140918248682283 131078.3443124783516396 134809.5441922317259014 121815.2548574043903500 117583.9214398518670350 122241.9686215649126098 118923.9255021786666475 120481.6290992649883265 124884.7743250707862899 130024.9919247497164179 132550.0158534572692588 119991.3335744715877809 133400.1947868904971983 140872.0634983729105443 131158.2008988728921395 138613.8397617693990469 136991.9586819099786226 140560.3991280199552421 133339.7581313617411070 135389.1969316589238588 133057.8761273649579380 128888.0066592256480362
    8535.2740839539783337     1186.6049475781733236        0.0000000000000000       6750        230        162        138        159          0          0        0.0000000000000000 116618.9835163547104457 116393.4850303497660207 127456.0575737002363894 126140.1704461117333267 128136.8483630766859278 127418.9231486755743390 123823.2531972488068277 114242.7357046761171659 125214.2038084215018898 113663.0436312247911701 125353.3651351275912020 116515.6968783698976040 119310.9280539268074790 121756.9604335499316221 123052.9891171950584976 121028.5580986646818928 116986.6168379430309869 121377.0197693348454777 125639.1155633480666438 116966.5594140967004932 126290.7663989628781565 127051.1226603853137931 119210.2225506193644833 113770.1689796025311807
